iso639-3,url,iso639-2/iso639-5,iso639-2,iso639-5,iso639-1,name,type,status,member of macro language,member of MARC collective code,iso639-3
nly,https://iso639-3.sil.org/code/nly,,,,,Nyamal,Individual,Living,,aus,nly
nlz,https://iso639-3.sil.org/code/nlz,,,,,Nalîgo,Individual,Living,,map,nlz
nma,https://iso639-3.sil.org/code/nma,,,,,Maram Naga,Individual,Living,,sit,nma
nmb,https://iso639-3.sil.org/code/nmb,,,,,"Big Nambas, V'ânen Taut",Individual,Living,,map,nmb
nmc,https://iso639-3.sil.org/code/nmc,,,,,Ngam,Individual,Living,,ssa,nmc
nmd,https://iso639-3.sil.org/code/nmd,,,,,Ndumu,Individual,Living,,bnt,nmd
nme,https://iso639-3.sil.org/code/nme,,,,,Mzieme Naga,Individual,Living,,sit,nme
nmf,https://iso639-3.sil.org/code/nmf,,,,,Tangkhul Naga (India),Individual,Living,,sit,nmf
nmg,https://iso639-3.sil.org/code/nmg,,,,,Kwasio,Individual,Living,,bnt,nmg
nmh,https://iso639-3.sil.org/code/nmh,,,,,Monsang Naga,Individual,Living,,sit,nmh
nmi,https://iso639-3.sil.org/code/nmi,,,,,Nyam,Individual,Living,,afa,nmi
nmj,https://iso639-3.sil.org/code/nmj,,,,,Ngombe (Central African Republic),Individual,Living,,gba,nmj
nmk,https://iso639-3.sil.org/code/nmk,,,,,Namakura,Individual,Living,,map,nmk
nml,https://iso639-3.sil.org/code/nml,,,,,Ndemli,Individual,Living,,nic,nml
nmm,https://iso639-3.sil.org/code/nmm,,,,,Manangba,Individual,Living,,sit,nmm
nmn,https://iso639-3.sil.org/code/nmn,,,,,"!X¢?, !X¢?",Individual,Living,,khi,nmn
nmo,https://iso639-3.sil.org/code/nmo,,,,,Moyon Naga,Individual,Living,,sit,nmo
nmp,https://iso639-3.sil.org/code/nmp,,,,,Nimanbur,Individual,Extinct,,aus,nmp
nmq,https://iso639-3.sil.org/code/nmq,,,,,Nambya,Individual,Living,,bnt,nmq
nmr,https://iso639-3.sil.org/code/nmr,,,,,Nimbari,Individual,Extinct,,nic,nmr
nms,https://iso639-3.sil.org/code/nms,,,,,Letemboi,Individual,Living,,map,nms
nmt,https://iso639-3.sil.org/code/nmt,,,,,Namonuito,Individual,Living,,map,nmt
nmu,https://iso639-3.sil.org/code/nmu,,,,,Northeast Maidu,Individual,Living,,nai,nmu
nmv,https://iso639-3.sil.org/code/nmv,,,,,Ngamini,Individual,Extinct,,aus,nmv
nmw,https://iso639-3.sil.org/code/nmw,,,,,"Nimoa, Rifao",Individual,Living,,map,nmw
nmx,https://iso639-3.sil.org/code/nmx,,,,,Nama (Papua New Guinea),Individual,Living,,paa,nmx
nmy,https://iso639-3.sil.org/code/nmy,,,,,Namuyi,Individual,Living,,sit,nmy
nmz,https://iso639-3.sil.org/code/nmz,,,,,Nawdm,Individual,Living,,nic,nmz
nna,https://iso639-3.sil.org/code/nna,,,,,Nyangumarta,Individual,Living,,aus,nna
nnb,https://iso639-3.sil.org/code/nnb,,,,,Nande,Individual,Living,,bnt,nnb
nnc,https://iso639-3.sil.org/code/nnc,,,,,Nancere,Individual,Living,,afa,nnc
nnd,https://iso639-3.sil.org/code/nnd,,,,,West Ambae,Individual,Living,,map,nnd
nne,https://iso639-3.sil.org/code/nne,,,,,Ngandyera,Individual,Living,,bnt,nne
nnf,https://iso639-3.sil.org/code/nnf,,,,,Ngaing,Individual,Living,,paa,nnf
nng,https://iso639-3.sil.org/code/nng,,,,,Maring Naga,Individual,Living,,sit,nng
nnh,https://iso639-3.sil.org/code/nnh,,,,,Ngiemboon,Individual,Living,,bai,nnh
nni,https://iso639-3.sil.org/code/nni,,,,,North Nuaulu,Individual,Living,,map,nni
nnj,https://iso639-3.sil.org/code/nnj,,,,,Nyangatom,Individual,Living,,ssa,nnj
nnk,https://iso639-3.sil.org/code/nnk,,,,,Nankina,Individual,Living,,paa,nnk
nnl,https://iso639-3.sil.org/code/nnl,,,,,Northern Rengma Naga,Individual,Living,,sit,nnl
nnm,https://iso639-3.sil.org/code/nnm,,,,,Namia,Individual,Living,,paa,nnm
nnn,https://iso639-3.sil.org/code/nnn,,,,,Ngete,Individual,Living,,afa,nnn
nno,https://iso639-3.sil.org/code/nno,nno,nno,,nn,Norwegian Nynorsk,Individual,Living,nor,,nno
nnp,https://iso639-3.sil.org/code/nnp,,,,,Wancho Naga,Individual,Living,,sit,nnp
nnq,https://iso639-3.sil.org/code/nnq,,,,,Ngindo,Individual,Living,,bnt,nnq
nnr,https://iso639-3.sil.org/code/nnr,,,,,Narungga,Individual,Extinct,,aus,nnr
nnt,https://iso639-3.sil.org/code/nnt,,,,,Nanticoke,Individual,Extinct,,alg,nnt
nnu,https://iso639-3.sil.org/code/nnu,,,,,Dwang,Individual,Living,,nic,nnu
nnv,https://iso639-3.sil.org/code/nnv,,,,,Nugunu (Australia),Individual,Extinct,,aus,nnv
nnw,https://iso639-3.sil.org/code/nnw,,,,,Southern Nuni,Individual,Living,,nic,nnw
nny,https://iso639-3.sil.org/code/nny,,,,,Nyangga,Individual,Extinct,,aus,nny
nnz,https://iso639-3.sil.org/code/nnz,,,,,Nda'nda',Individual,Living,,bai,nnz
noa,https://iso639-3.sil.org/code/noa,,,,,Woun Meu,Individual,Living,,cai,noa
nob,https://iso639-3.sil.org/code/nob,nob,nob,,nb,Norwegian BokmÜl,Individual,Living,nor,,nob
noc,https://iso639-3.sil.org/code/noc,,,,,Nuk,Individual,Living,,paa,noc
nod,https://iso639-3.sil.org/code/nod,,,,,Northern Thai,Individual,Living,,tai,nod
noe,https://iso639-3.sil.org/code/noe,,,,,Nimadi,Individual,Living,,raj,noe
nof,https://iso639-3.sil.org/code/nof,,,,,Nomane,Individual,Living,,paa,nof
nog,https://iso639-3.sil.org/code/nog,nog,nog,,,Nogai,Individual,Living,,tut,nog
noh,https://iso639-3.sil.org/code/noh,,,,,Nomu,Individual,Living,,paa,noh
noi,https://iso639-3.sil.org/code/noi,,,,,Noiri,Individual,Living,,inc,noi
noj,https://iso639-3.sil.org/code/noj,,,,,Nonuya,Individual,Living,,sai,noj
nok,https://iso639-3.sil.org/code/nok,,,,,Nooksack,Individual,Extinct,,sal,nok
nol,https://iso639-3.sil.org/code/nol,,,,,Nomlaki,Individual,Extinct,,nai,nol
nom,https://iso639-3.sil.org/code/nom,,,,,Nocam†n,Individual,Extinct,,sai,nom
non,https://iso639-3.sil.org/code/non,non,non,,,Old Norse,Individual,Historical,,,non
nop,https://iso639-3.sil.org/code/nop,,,,,Numanggang,Individual,Living,,paa,nop
noq,https://iso639-3.sil.org/code/noq,,,,,Ngongo,Individual,Living,,bnt,noq
nor,https://iso639-3.sil.org/code/nor,nor,nor,,no,Norwegian,Macrolanguage,Living,,,nor
nos,https://iso639-3.sil.org/code/nos,,,,,Eastern Nisu,Individual,Living,,sit,nos
not,https://iso639-3.sil.org/code/not,,,,,Nomatsiguenga,Individual,Living,,sai,not
nou,https://iso639-3.sil.org/code/nou,,,,,Ewage-Notu,Individual,Living,,paa,nou
nov,https://iso639-3.sil.org/code/nov,,,,,Novial,Individual,Constructed,,art,nov
now,https://iso639-3.sil.org/code/now,,,,,Nyambo,Individual,Living,,bnt,now
noy,https://iso639-3.sil.org/code/noy,,,,,Noy,Individual,Living,,nic,noy
noz,https://iso639-3.sil.org/code/noz,,,,,Nayi,Individual,Living,,afa,noz
npa,https://iso639-3.sil.org/code/npa,,,,,Nar Phu,Individual,Living,,sit,npa
npb,https://iso639-3.sil.org/code/npb,,,,,Nupbikha,Individual,Living,,sit,npb
npg,https://iso639-3.sil.org/code/npg,,,,,Ponyo-Gongwang Naga,Individual,Living,,sit,npg
nph,https://iso639-3.sil.org/code/nph,,,,,Phom Naga,Individual,Living,,sit,nph
npi,https://iso639-3.sil.org/code/npi,,,,,Nepali (individual language),Individual,Living,nep,,npi
npl,https://iso639-3.sil.org/code/npl,,,,,Southeastern Puebla Nahuatl,Individual,Living,,nah,npl
npn,https://iso639-3.sil.org/code/npn,,,,,Mondropolon,Individual,Living,,map,npn
npo,https://iso639-3.sil.org/code/npo,,,,,Pochuri Naga,Individual,Living,,sit,npo
nps,https://iso639-3.sil.org/code/nps,,,,,Nipsan,Individual,Living,,paa,nps
npu,https://iso639-3.sil.org/code/npu,,,,,Puimei Naga,Individual,Living,,sit,npu
npx,https://iso639-3.sil.org/code/npx,,,,,Noipx,Individual,Living,,map,npx
npy,https://iso639-3.sil.org/code/npy,,,,,Napu,Individual,Living,,map,npy
nqg,https://iso639-3.sil.org/code/nqg,,,,,Southern Nago,Individual,Living,,nic,nqg
nqk,https://iso639-3.sil.org/code/nqk,,,,,Kura Ede Nago,Individual,Living,,nic,nqk
nql,https://iso639-3.sil.org/code/nql,,,,,Ngendelengo,Individual,Living,,bnt,nql
nqm,https://iso639-3.sil.org/code/nqm,,,,,Ndom,Individual,Living,,paa,nqm
nqn,https://iso639-3.sil.org/code/nqn,,,,,Nen,Individual,Living,,paa,nqn
nqo,https://iso639-3.sil.org/code/nqo,nqo,nqo,,,N'Ko,Individual,Living,man,,nqo
nqq,https://iso639-3.sil.org/code/nqq,,,,,Kyan-Karyaw Naga,Individual,Living,,sit,nqq
nqy,https://iso639-3.sil.org/code/nqy,,,,,Akyaung Ari Naga,Individual,Living,,sit,nqy
nra,https://iso639-3.sil.org/code/nra,,,,,Ngom,Individual,Living,,bnt,nra
nrb,https://iso639-3.sil.org/code/nrb,,,,,Nara,Individual,Living,,ssa,nrb
nrc,https://iso639-3.sil.org/code/nrc,,,,,Noric,Individual,Ancient,,cel,nrc
nre,https://iso639-3.sil.org/code/nre,,,,,Southern Rengma Naga,Individual,Living,,sit,nre
nrf,https://iso639-3.sil.org/code/nrf,,,,,"GuernÇsiais, Järriais",Individual,Living,,roa,nrf
nrg,https://iso639-3.sil.org/code/nrg,,,,,Narango,Individual,Living,,map,nrg
nri,https://iso639-3.sil.org/code/nri,,,,,Chokri Naga,Individual,Living,,sit,nri
nrk,https://iso639-3.sil.org/code/nrk,,,,,Ngarla,Individual,Living,,aus,nrk
nrl,https://iso639-3.sil.org/code/nrl,,,,,Ngarluma,Individual,Living,,aus,nrl
nrm,https://iso639-3.sil.org/code/nrm,,,,,Narom,Individual,Living,,map,nrm
nrn,https://iso639-3.sil.org/code/nrn,,,,,Norn,Individual,Extinct,,gem,nrn
nrp,https://iso639-3.sil.org/code/nrp,,,,,North Picene,Individual,Ancient,,und,nrp
nrr,https://iso639-3.sil.org/code/nrr,,,,,"Nora, Norra",Individual,Extinct,,und,nrr
nrt,https://iso639-3.sil.org/code/nrt,,,,,Northern Kalapuya,Individual,Extinct,,nai,nrt
nru,https://iso639-3.sil.org/code/nru,,,,,Narua,Individual,Living,,sit,nru
nrx,https://iso639-3.sil.org/code/nrx,,,,,Ngurmbur,Individual,Extinct,,aus,nrx
nrz,https://iso639-3.sil.org/code/nrz,,,,,Lala,Individual,Living,,map,nrz
nsa,https://iso639-3.sil.org/code/nsa,,,,,Sangtam Naga,Individual,Living,,sit,nsa
nsb,https://iso639-3.sil.org/code/nsb,,,,,Lower Nossob,Individual,Extinct,,khi,nsb
nsc,https://iso639-3.sil.org/code/nsc,,,,,Nshi,Individual,Living,,nic,nsc
nsd,https://iso639-3.sil.org/code/nsd,,,,,Southern Nisu,Individual,Living,,sit,nsd
nse,https://iso639-3.sil.org/code/nse,,,,,Nsenga,Individual,Living,,bnt,nse
nsf,https://iso639-3.sil.org/code/nsf,,,,,Northwestern Nisu,Individual,Living,,sit,nsf
nsg,https://iso639-3.sil.org/code/nsg,,,,,Ngasa,Individual,Living,,ssa,nsg
nsh,https://iso639-3.sil.org/code/nsh,,,,,Ngoshie,Individual,Living,,nic,nsh
nsi,https://iso639-3.sil.org/code/nsi,,,,,Nigerian Sign Language,Individual,Living,,sgn,nsi
nsk,https://iso639-3.sil.org/code/nsk,,,,,Naskapi,Individual,Living,,alg,nsk
nsl,https://iso639-3.sil.org/code/nsl,,,,,Norwegian Sign Language,Individual,Living,,sgn,nsl
nsm,https://iso639-3.sil.org/code/nsm,,,,,Sumi Naga,Individual,Living,,sit,nsm
nsn,https://iso639-3.sil.org/code/nsn,,,,,Nehan,Individual,Living,,map,nsn
nso,https://iso639-3.sil.org/code/nso,nso,nso,,,"Northern Sotho, Pedi, Sepedi",Individual,Living,,,nso
nsp,https://iso639-3.sil.org/code/nsp,,,,,Nepalese Sign Language,Individual,Living,,sgn,nsp
nsq,https://iso639-3.sil.org/code/nsq,,,,,Northern Sierra Miwok,Individual,Living,,nai,nsq
nsr,https://iso639-3.sil.org/code/nsr,,,,,Maritime Sign Language,Individual,Living,,sgn,nsr
nss,https://iso639-3.sil.org/code/nss,,,,,Nali,Individual,Living,,map,nss
nst,https://iso639-3.sil.org/code/nst,,,,,Tase Naga,Individual,Living,,sit,nst
nsu,https://iso639-3.sil.org/code/nsu,,,,,Sierra Negra Nahuatl,Individual,Living,,nah,nsu
nsv,https://iso639-3.sil.org/code/nsv,,,,,Southwestern Nisu,Individual,Living,,sit,nsv
nsw,https://iso639-3.sil.org/code/nsw,,,,,Navut,Individual,Living,,map,nsw
nsx,https://iso639-3.sil.org/code/nsx,,,,,Nsongo,Individual,Living,,bnt,nsx
nsy,https://iso639-3.sil.org/code/nsy,,,,,Nasal,Individual,Living,,map,nsy
nsz,https://iso639-3.sil.org/code/nsz,,,,,Nisenan,Individual,Living,,nai,nsz
ntd,https://iso639-3.sil.org/code/ntd,,,,,Northern Tidung,Individual,Living,,map,ntd
nte,https://iso639-3.sil.org/code/nte,,,,,Nathembo,Individual,Living,,bnt,nte
ntg,https://iso639-3.sil.org/code/ntg,,,,,Ngantangarra,Individual,Extinct,,aus,ntg
nti,https://iso639-3.sil.org/code/nti,,,,,Natioro,Individual,Living,,nic,nti
ntj,https://iso639-3.sil.org/code/ntj,,,,,Ngaanyatjarra,Individual,Living,,aus,ntj
ntk,https://iso639-3.sil.org/code/ntk,,,,,Ikoma-Nata-Isenye,Individual,Living,,bnt,ntk
ntm,https://iso639-3.sil.org/code/ntm,,,,,Nateni,Individual,Living,,ntm,ntm
nto,https://iso639-3.sil.org/code/nto,,,,,Ntomba,Individual,Living,,bnt,nto
ntp,https://iso639-3.sil.org/code/ntp,,,,,Northern Tepehuan,Individual,Living,,cai,ntp
ntr,https://iso639-3.sil.org/code/ntr,,,,,Delo,Individual,Living,,nic,ntr
ntu,https://iso639-3.sil.org/code/ntu,,,,,NatÅgu,Individual,Living,,map,ntu
ntw,https://iso639-3.sil.org/code/ntw,,,,,Nottoway,Individual,Extinct,,nai,ntw
ntx,https://iso639-3.sil.org/code/ntx,,,,,Tangkhul Naga (Myanmar),Individual,Living,,sit,ntx
nty,https://iso639-3.sil.org/code/nty,,,,,Mantsi,Individual,Living,,sit,nty
ntz,https://iso639-3.sil.org/code/ntz,,,,,Natanzi,Individual,Living,,ira,ntz
nua,https://iso639-3.sil.org/code/nua,,,,,Yuanga,Individual,Living,,map,nua
,https://iso639-3.sil.org/code/nub,nub,nub,nub,,Nubian languages,Collective,Genetic,,,
nuc,https://iso639-3.sil.org/code/nuc,,,,,Nukuini,Individual,Extinct,,sai,nuc
nud,https://iso639-3.sil.org/code/nud,,,,,Ngala,Individual,Living,,paa,nud
nue,https://iso639-3.sil.org/code/nue,,,,,Ngundu,Individual,Living,,bnt,nue
nuf,https://iso639-3.sil.org/code/nuf,,,,,Nusu,Individual,Living,,sit,nuf
nug,https://iso639-3.sil.org/code/nug,,,,,Nungali,Individual,Extinct,,aus,nug
nuh,https://iso639-3.sil.org/code/nuh,,,,,Ndunda,Individual,Living,,nic,nuh
nui,https://iso639-3.sil.org/code/nui,,,,,Ngumbi,Individual,Living,,nic,nui
nuj,https://iso639-3.sil.org/code/nuj,,,,,Nyole,Individual,Living,luy,,nuj
nuk,https://iso639-3.sil.org/code/nuk,,,,,"Nuu-chah-nulth, Nuuchahnulth",Individual,Living,,wak,nuk
nul,https://iso639-3.sil.org/code/nul,,,,,Nusa Laut,Individual,Extinct,,map,nul
num,https://iso639-3.sil.org/code/num,,,,,Niuafo'ou,Individual,Living,,map,num
nun,https://iso639-3.sil.org/code/nun,,,,,Anong,Individual,Living,,sit,nun
nuo,https://iso639-3.sil.org/code/nuo,,,,,Nguìn,Individual,Living,,mkh,nuo
nup,https://iso639-3.sil.org/code/nup,,,,,Nupe-Nupe-Tako,Individual,Living,,nic,nup
nuq,https://iso639-3.sil.org/code/nuq,,,,,Nukumanu,Individual,Living,,map,nuq
nur,https://iso639-3.sil.org/code/nur,,,,,Nukuria,Individual,Living,,map,nur
nus,https://iso639-3.sil.org/code/nus,,,,,Nuer,Individual,Living,,ssa,nus
nut,https://iso639-3.sil.org/code/nut,,,,,Nung (Viet Nam),Individual,Living,,und,nut
nuu,https://iso639-3.sil.org/code/nuu,,,,,Ngbundu,Individual,Living,,bnt,nuu
nuv,https://iso639-3.sil.org/code/nuv,,,,,Northern Nuni,Individual,Living,,nic,nuv
nuw,https://iso639-3.sil.org/code/nuw,,,,,Nguluwan,Individual,Living,,map,nuw
nux,https://iso639-3.sil.org/code/nux,,,,,Mehek,Individual,Living,,paa,nux
nuy,https://iso639-3.sil.org/code/nuy,,,,,Nunggubuyu,Individual,Living,,aus,nuy
nuz,https://iso639-3.sil.org/code/nuz,,,,,Tlamacazapa Nahuatl,Individual,Living,,nah,nuz
nvh,https://iso639-3.sil.org/code/nvh,,,,,Nasarian,Individual,Living,,map,nvh
nvm,https://iso639-3.sil.org/code/nvm,,,,,Namiae,Individual,Living,,paa,nvm
nvo,https://iso639-3.sil.org/code/nvo,,,,,Nyokon,Individual,Living,,nic,nvo
nwa,https://iso639-3.sil.org/code/nwa,,,,,Nawathinehena,Individual,Extinct,,alg,nwa
nwb,https://iso639-3.sil.org/code/nwb,,,,,Nyabwa,Individual,Living,,kro,nwb
nwc,https://iso639-3.sil.org/code/nwc,nwc,nwc,,,"Classical Nepal Bhasa, Classical Newari, Old Newari",Individual,Historical,,,nwc
nwe,https://iso639-3.sil.org/code/nwe,,,,,Ngwe,Individual,Living,,bai,nwe
nwg,https://iso639-3.sil.org/code/nwg,,,,,Ngayawung,Individual,Extinct,,aus,nwg
nwi,https://iso639-3.sil.org/code/nwi,,,,,Southwest Tanna,Individual,Living,,map,nwi
nwm,https://iso639-3.sil.org/code/nwm,,,,,Nyamusa-Molo,Individual,Living,,ssa,nwm
nwo,https://iso639-3.sil.org/code/nwo,,,,,Nauo,Individual,Extinct,,aus,nwo
nwr,https://iso639-3.sil.org/code/nwr,,,,,Nawaru,Individual,Living,,paa,nwr
nwx,https://iso639-3.sil.org/code/nwx,,,,,Middle Newar,Individual,Historical,,sit,nwx
nwy,https://iso639-3.sil.org/code/nwy,,,,,Nottoway-Meherrin,Individual,Extinct,,nai,nwy
nxa,https://iso639-3.sil.org/code/nxa,,,,,Nauete,Individual,Living,,map,nxa
nxd,https://iso639-3.sil.org/code/nxd,,,,,Ngando (Democratic Republic of Congo),Individual,Living,,nic,nxd
nxe,https://iso639-3.sil.org/code/nxe,,,,,Nage,Individual,Living,,map,nxe
nxg,https://iso639-3.sil.org/code/nxg,,,,,Ngad'a,Individual,Living,,map,nxg
nxi,https://iso639-3.sil.org/code/nxi,,,,,Nindi,Individual,Living,,bnt,nxi
nxk,https://iso639-3.sil.org/code/nxk,,,,,Koki Naga,Individual,Living,,sit,nxk
nxl,https://iso639-3.sil.org/code/nxl,,,,,South Nuaulu,Individual,Living,,map,nxl
nxm,https://iso639-3.sil.org/code/nxm,,,,,Numidian,Individual,Ancient,,ber,nxm
nxn,https://iso639-3.sil.org/code/nxn,,,,,Ngawun,Individual,Extinct,,aus,nxn
nxo,https://iso639-3.sil.org/code/nxo,,,,,Ndambomo,Individual,Living,,bnt,nxo
nxq,https://iso639-3.sil.org/code/nxq,,,,,Naxi,Individual,Living,,sit,nxq
nxr,https://iso639-3.sil.org/code/nxr,,,,,Ninggerum,Individual,Living,,paa,nxr
nxx,https://iso639-3.sil.org/code/nxx,,,,,Nafri,Individual,Living,,paa,nxx
nya,https://iso639-3.sil.org/code/nya,nya,nya,,ny,"Chewa, Chichewa, Nyanja",Individual,Living,,,nya
nyb,https://iso639-3.sil.org/code/nyb,,,,,Nyangbo,Individual,Living,,nic,nyb
nyc,https://iso639-3.sil.org/code/nyc,,,,,Nyanga-li,Individual,Living,,bnt,nyc
nyd,https://iso639-3.sil.org/code/nyd,,,,,"Nyore, Olunyole",Individual,Living,luy,,nyd
nye,https://iso639-3.sil.org/code/nye,,,,,Nyengo,Individual,Living,,bnt,nye
nyf,https://iso639-3.sil.org/code/nyf,,,,,"Giryama, Kigiryama",Individual,Living,,bnt,nyf
nyg,https://iso639-3.sil.org/code/nyg,,,,,Nyindu,Individual,Living,,bnt,nyg
nyh,https://iso639-3.sil.org/code/nyh,,,,,"Nyigina, Nyikina",Individual,Living,,aus,nyh
nyi,https://iso639-3.sil.org/code/nyi,,,,,Ama (Sudan),Individual,Living,,ssa,nyi
nyj,https://iso639-3.sil.org/code/nyj,,,,,Nyanga,Individual,Living,,bnt,nyj
nyk,https://iso639-3.sil.org/code/nyk,,,,,Nyaneka,Individual,Living,,bnt,nyk
nyl,https://iso639-3.sil.org/code/nyl,,,,,Nyeu,Individual,Living,,mkh,nyl
nym,https://iso639-3.sil.org/code/nym,nym,nym,,,Nyamwezi,Individual,Living,,bnt,nym
nyn,https://iso639-3.sil.org/code/nyn,nyn,nyn,,,Nyankole,Individual,Living,,bnt,nyn
nyo,https://iso639-3.sil.org/code/nyo,nyo,nyo,,,Nyoro,Individual,Living,,bnt,nyo
nyp,https://iso639-3.sil.org/code/nyp,,,,,Nyang'i,Individual,Extinct,,ssa,nyp
nyq,https://iso639-3.sil.org/code/nyq,,,,,Nayini,Individual,Living,,ira,nyq
nyr,https://iso639-3.sil.org/code/nyr,,,,,Nyiha (Malawi),Individual,Living,,bnt,nyr
nys,https://iso639-3.sil.org/code/nys,,,,,"Nyunga, Nyungar",Individual,Living,,aus,nys
nyt,https://iso639-3.sil.org/code/nyt,,,,,Nyawaygi,Individual,Extinct,,aus,nyt
nyu,https://iso639-3.sil.org/code/nyu,,,,,Nyungwe,Individual,Living,,bnt,nyu
nyv,https://iso639-3.sil.org/code/nyv,,,,,Nyulnyul,Individual,Extinct,,aus,nyv
nyw,https://iso639-3.sil.org/code/nyw,,,,,Nyaw,Individual,Living,,und,nyw
nyx,https://iso639-3.sil.org/code/nyx,,,,,Nganyaywana,Individual,Extinct,,aus,nyx
nyy,https://iso639-3.sil.org/code/nyy,,,,,Nyakyusa-Ngonde,Individual,Living,,bnt,nyy
nza,https://iso639-3.sil.org/code/nza,,,,,Tigon Mbembe,Individual,Living,,nic,nza
nzb,https://iso639-3.sil.org/code/nzb,,,,,Njebi,Individual,Living,,bnt,nzb
nzd,https://iso639-3.sil.org/code/nzd,,,,,Nzadi,Individual,Living,,bnt,nzd
nzi,https://iso639-3.sil.org/code/nzi,nzi,nzi,,,Nzima,Individual,Living,,nic,nzi
nzk,https://iso639-3.sil.org/code/nzk,,,,,Nzakara,Individual,Living,,znd,nzk
nzm,https://iso639-3.sil.org/code/nzm,,,,,Zeme Naga,Individual,Living,,sit,nzm
nzs,https://iso639-3.sil.org/code/nzs,,,,,New Zealand Sign Language,Individual,Living,,sgn,nzs
nzu,https://iso639-3.sil.org/code/nzu,,,,,Teke-Nzikou,Individual,Living,,bnt,nzu
nzy,https://iso639-3.sil.org/code/nzy,,,,,Nzakambay,Individual,Living,,nic,nzy
nzz,https://iso639-3.sil.org/code/nzz,,,,,Nanga Dama Dogon,Individual,Living,,nic,nzz
oaa,https://iso639-3.sil.org/code/oaa,,,,,Orok,Individual,Living,,tut,oaa
oac,https://iso639-3.sil.org/code/oac,,,,,Oroch,Individual,Living,,tut,oac
oar,https://iso639-3.sil.org/code/oar,,,,,"Ancient Aramaic (up to 700 BCE), Old Aramaic (up to 700 BCE)",Individual,Ancient,,sem,oar
oav,https://iso639-3.sil.org/code/oav,,,,,Old Avar,Individual,Historical,,cau,oav
obi,https://iso639-3.sil.org/code/obi,,,,,Obispe§o,Individual,Extinct,,nai,obi
obk,https://iso639-3.sil.org/code/obk,,,,,Southern Bontok,Individual,Living,bnc,,obk
obl,https://iso639-3.sil.org/code/obl,,,,,Oblo,Individual,Living,,nic,obl
obm,https://iso639-3.sil.org/code/obm,,,,,Moabite,Individual,Ancient,,sem,obm
obo,https://iso639-3.sil.org/code/obo,,,,,Obo Manobo,Individual,Living,,mno,obo
obr,https://iso639-3.sil.org/code/obr,,,,,Old Burmese,Individual,Historical,,sit,obr
obt,https://iso639-3.sil.org/code/obt,,,,,Old Breton,Individual,Historical,,cel,obt
obu,https://iso639-3.sil.org/code/obu,,,,,Obulom,Individual,Living,,nic,obu
oca,https://iso639-3.sil.org/code/oca,,,,,Ocaina,Individual,Living,,sai,oca
och,https://iso639-3.sil.org/code/och,,,,,Old Chinese,Individual,Ancient,,sit,och
oci,https://iso639-3.sil.org/code/oci,oci,oci,,oc,Occitan (post 1500),Individual,Living,,,oci
oco,https://iso639-3.sil.org/code/oco,,,,,Old Cornish,Individual,Historical,,cel,oco
ocu,https://iso639-3.sil.org/code/ocu,,,,,Atzingo Matlatzinca,Individual,Living,,oto,ocu
oda,https://iso639-3.sil.org/code/oda,,,,,Odut,Individual,Living,,nic,oda
odk,https://iso639-3.sil.org/code/odk,,,,,Od,Individual,Living,,ine,odk
odt,https://iso639-3.sil.org/code/odt,,,,,Old Dutch,Individual,Historical,,gem,odt
odu,https://iso639-3.sil.org/code/odu,,,,,Odual,Individual,Living,,nic,odu
ofo,https://iso639-3.sil.org/code/ofo,,,,,Ofo,Individual,Extinct,,sio,ofo
ofs,https://iso639-3.sil.org/code/ofs,,,,,Old Frisian,Individual,Historical,,gem,ofs
ofu,https://iso639-3.sil.org/code/ofu,,,,,Efutop,Individual,Living,,nic,ofu
ogb,https://iso639-3.sil.org/code/ogb,,,,,Ogbia,Individual,Living,,nic,ogb
ogc,https://iso639-3.sil.org/code/ogc,,,,,Ogbah,Individual,Living,,nic,ogc
