iso639-3,url,iso639-2/iso639-5,iso639-2,iso639-5,iso639-1,name,type,status,member of macro language,member of MARC collective code,iso639-3
myz,https://iso639-3.sil.org/code/myz,,,,,Classical Mandaic,Individual,Historical,,sem,myz
mza,https://iso639-3.sil.org/code/mza,,,,,Santa Mar°a Zacatepec Mixtec,Individual,Living,,cai,mza
mzb,https://iso639-3.sil.org/code/mzb,,,,,Tumzabt,Individual,Living,,ber,mzb
mzc,https://iso639-3.sil.org/code/mzc,,,,,Madagascar Sign Language,Individual,Living,,sgn,mzc
mzd,https://iso639-3.sil.org/code/mzd,,,,,Malimba,Individual,Living,,nic,mzd
mze,https://iso639-3.sil.org/code/mze,,,,,Morawa,Individual,Living,,paa,mze
mzg,https://iso639-3.sil.org/code/mzg,,,,,Monastic Sign Language,Individual,Living,,sgn,mzg
mzh,https://iso639-3.sil.org/code/mzh,,,,,Wich° LhamtÇs GÅisnay,Individual,Living,,sai,mzh
mzi,https://iso639-3.sil.org/code/mzi,,,,,Ixcatl†n Mazatec,Individual,Living,,cai,mzi
mzj,https://iso639-3.sil.org/code/mzj,,,,,Manya,Individual,Living,man,,mzj
mzk,https://iso639-3.sil.org/code/mzk,,,,,Nigeria Mambila,Individual,Living,,nic,mzk
mzl,https://iso639-3.sil.org/code/mzl,,,,,Mazatl†n Mixe,Individual,Living,,nic,mzl
mzm,https://iso639-3.sil.org/code/mzm,,,,,Mumuye,Individual,Living,,nic,mzm
mzn,https://iso639-3.sil.org/code/mzn,,,,,Mazanderani,Individual,Living,,ira,mzn
mzo,https://iso639-3.sil.org/code/mzo,,,,,Matipuhy,Individual,Extinct,,sai,mzo
mzp,https://iso639-3.sil.org/code/mzp,,,,,Movima,Individual,Living,,sai,mzp
mzq,https://iso639-3.sil.org/code/mzq,,,,,Mori Atas,Individual,Living,,map,mzq
mzr,https://iso639-3.sil.org/code/mzr,,,,,Mar£bo,Individual,Living,,sai,mzr
mzs,https://iso639-3.sil.org/code/mzs,,,,,Macanese,Individual,Living,,cpp,mzs
mzt,https://iso639-3.sil.org/code/mzt,,,,,Mintil,Individual,Living,,mkh,mzt
mzu,https://iso639-3.sil.org/code/mzu,,,,,Inapang,Individual,Living,,paa,mzu
mzv,https://iso639-3.sil.org/code/mzv,,,,,Manza,Individual,Living,,bnt,mzv
mzw,https://iso639-3.sil.org/code/mzw,,,,,Deg,Individual,Living,,nic,mzw
mzx,https://iso639-3.sil.org/code/mzx,,,,,Mawayana,Individual,Living,,sai,mzx
mzy,https://iso639-3.sil.org/code/mzy,,,,,Mozambican Sign Language,Individual,Living,,sgn,mzy
mzz,https://iso639-3.sil.org/code/mzz,,,,,Maiadomu,Individual,Living,,map,mzz
naa,https://iso639-3.sil.org/code/naa,,,,,Namla,Individual,Living,,paa,naa
nab,https://iso639-3.sil.org/code/nab,,,,,Southern Nambiku†ra,Individual,Living,,sai,nab
nac,https://iso639-3.sil.org/code/nac,,,,,Narak,Individual,Living,,paa,nac
nae,https://iso639-3.sil.org/code/nae,,,,,Naka'ela,Individual,Extinct,,map,nae
naf,https://iso639-3.sil.org/code/naf,,,,,Nabak,Individual,Living,,paa,naf
nag,https://iso639-3.sil.org/code/nag,,,,,Naga Pidgin,Individual,Living,,crp,nag
,https://iso639-3.sil.org/code/nah,nah,nah,nah,,Nahuatl languages,Collective,Genetic,,,
,https://iso639-3.sil.org/code/nai,nai,nai,nai,,North American Indian,Collective,Geographic,,,
naj,https://iso639-3.sil.org/code/naj,,,,,Nalu,Individual,Living,,nic,naj
nak,https://iso639-3.sil.org/code/nak,,,,,Nakanai,Individual,Living,,map,nak
nal,https://iso639-3.sil.org/code/nal,,,,,Nalik,Individual,Living,,map,nal
nam,https://iso639-3.sil.org/code/nam,,,,,Ngan'gityemerri,Individual,Living,,aus,nam
nan,https://iso639-3.sil.org/code/nan,,,,,Min Nan Chinese,Individual,Living,zho,,nan
nao,https://iso639-3.sil.org/code/nao,,,,,Naaba,Individual,Living,,sit,nao
nap,https://iso639-3.sil.org/code/nap,nap,nap,,,Neapolitan,Individual,Living,,roa,nap
naq,https://iso639-3.sil.org/code/naq,,,,,"Khoekhoe, Nama (Namibia)",Individual,Living,,khi,naq
nar,https://iso639-3.sil.org/code/nar,,,,,Iguta,Individual,Living,,nic,nar
nas,https://iso639-3.sil.org/code/nas,,,,,Naasioi,Individual,Living,,paa,nas
nat,https://iso639-3.sil.org/code/nat,,,,,"Ca?hungwa?rya?, Hungworo",Individual,Living,,nic,nat
nau,https://iso639-3.sil.org/code/nau,nau,nau,,na,Nauru,Individual,Living,,,nau
nav,https://iso639-3.sil.org/code/nav,nav,nav,,nv,"Navaho, Navajo",Individual,Living,,,nav
naw,https://iso639-3.sil.org/code/naw,,,,,Nawuri,Individual,Living,,nic,naw
nax,https://iso639-3.sil.org/code/nax,,,,,Nakwi,Individual,Living,,paa,nax
nay,https://iso639-3.sil.org/code/nay,,,,,"Narrinyeri, Ngarrindjeri",Individual,Extinct,,aus,nay
naz,https://iso639-3.sil.org/code/naz,,,,,Coatepec Nahuatl,Individual,Living,,nah,naz
nba,https://iso639-3.sil.org/code/nba,,,,,Nyemba,Individual,Living,,bnt,nba
nbb,https://iso639-3.sil.org/code/nbb,,,,,Ndoe,Individual,Living,,nic,nbb
nbc,https://iso639-3.sil.org/code/nbc,,,,,Chang Naga,Individual,Living,,sit,nbc
nbd,https://iso639-3.sil.org/code/nbd,,,,,Ngbinda,Individual,Living,,bnt,nbd
nbe,https://iso639-3.sil.org/code/nbe,,,,,Konyak Naga,Individual,Living,,sit,nbe
nbg,https://iso639-3.sil.org/code/nbg,,,,,Nagarchal,Individual,Living,,dra,nbg
nbh,https://iso639-3.sil.org/code/nbh,,,,,Ngamo,Individual,Living,,afa,nbh
nbi,https://iso639-3.sil.org/code/nbi,,,,,Mao Naga,Individual,Living,,sit,nbi
nbj,https://iso639-3.sil.org/code/nbj,,,,,"Ngarinman, Ngarinyman",Individual,Living,,aus,nbj
nbk,https://iso639-3.sil.org/code/nbk,,,,,Nake,Individual,Living,,paa,nbk
nbl,https://iso639-3.sil.org/code/nbl,nbl,nbl,,nr,South Ndebele,Individual,Living,,bnt,nbl
nbm,https://iso639-3.sil.org/code/nbm,,,,,Ngbaka Ma'bo,Individual,Living,,bnt,nbm
nbn,https://iso639-3.sil.org/code/nbn,,,,,Kuri,Individual,Living,,map,nbn
nbo,https://iso639-3.sil.org/code/nbo,,,,,Nkukoli,Individual,Living,,nic,nbo
nbp,https://iso639-3.sil.org/code/nbp,,,,,Nnam,Individual,Living,,nic,nbp
nbq,https://iso639-3.sil.org/code/nbq,,,,,Nggem,Individual,Living,,paa,nbq
nbr,https://iso639-3.sil.org/code/nbr,,,,,"Numana, Numana-Nunku-Gbantu-Numbu",Individual,Living,,nic,nbr
nbs,https://iso639-3.sil.org/code/nbs,,,,,Namibian Sign Language,Individual,Living,,sgn,nbs
nbt,https://iso639-3.sil.org/code/nbt,,,,,Na,Individual,Living,,sit,nbt
nbu,https://iso639-3.sil.org/code/nbu,,,,,Rongmei Naga,Individual,Living,,sit,nbu
nbv,https://iso639-3.sil.org/code/nbv,,,,,Ngamambo,Individual,Living,,nic,nbv
nbw,https://iso639-3.sil.org/code/nbw,,,,,Southern Ngbandi,Individual,Living,,bnt,nbw
nby,https://iso639-3.sil.org/code/nby,,,,,Ningera,Individual,Living,,paa,nby
nca,https://iso639-3.sil.org/code/nca,,,,,Iyo,Individual,Living,,paa,nca
ncb,https://iso639-3.sil.org/code/ncb,,,,,Central Nicobarese,Individual,Living,,mkh,ncb
ncc,https://iso639-3.sil.org/code/ncc,,,,,Ponam,Individual,Living,,map,ncc
ncd,https://iso639-3.sil.org/code/ncd,,,,,Nachering,Individual,Living,,sit,ncd
nce,https://iso639-3.sil.org/code/nce,,,,,Yale,Individual,Living,,paa,nce
ncf,https://iso639-3.sil.org/code/ncf,,,,,Notsi,Individual,Living,,map,ncf
ncg,https://iso639-3.sil.org/code/ncg,,,,,Nisga'a,Individual,Living,,nai,ncg
nch,https://iso639-3.sil.org/code/nch,,,,,Central Huasteca Nahuatl,Individual,Living,,nah,nch
nci,https://iso639-3.sil.org/code/nci,,,,,Classical Nahuatl,Individual,Historical,,nah,nci
ncj,https://iso639-3.sil.org/code/ncj,,,,,Northern Puebla Nahuatl,Individual,Living,,nah,ncj
nck,https://iso639-3.sil.org/code/nck,,,,,"Na-kara, Nakara",Individual,Living,,aus,nck
ncl,https://iso639-3.sil.org/code/ncl,,,,,Michoac†n Nahuatl,Individual,Living,,nah,ncl
ncm,https://iso639-3.sil.org/code/ncm,,,,,Nambo,Individual,Living,,paa,ncm
ncn,https://iso639-3.sil.org/code/ncn,,,,,Nauna,Individual,Living,,map,ncn
nco,https://iso639-3.sil.org/code/nco,,,,,Sibe,Individual,Living,,paa,nco
ncq,https://iso639-3.sil.org/code/ncq,,,,,Northern Katang,Individual,Living,,mkh,ncq
ncr,https://iso639-3.sil.org/code/ncr,,,,,Ncane,Individual,Living,,nic,ncr
ncs,https://iso639-3.sil.org/code/ncs,,,,,Nicaraguan Sign Language,Individual,Living,,sgn,ncs
nct,https://iso639-3.sil.org/code/nct,,,,,Chothe Naga,Individual,Living,,sit,nct
ncu,https://iso639-3.sil.org/code/ncu,,,,,Chumburung,Individual,Living,,nic,ncu
ncx,https://iso639-3.sil.org/code/ncx,,,,,Central Puebla Nahuatl,Individual,Living,,nah,ncx
ncz,https://iso639-3.sil.org/code/ncz,,,,,Natchez,Individual,Extinct,,nai,ncz
nda,https://iso639-3.sil.org/code/nda,,,,,Ndasa,Individual,Living,,bnt,nda
ndb,https://iso639-3.sil.org/code/ndb,,,,,Kenswei Nsei,Individual,Living,,nic,ndb
ndc,https://iso639-3.sil.org/code/ndc,,,,,Ndau,Individual,Living,,bnt,ndc
ndd,https://iso639-3.sil.org/code/ndd,,,,,Nde-Nsele-Nta,Individual,Living,,nic,ndd
nde,https://iso639-3.sil.org/code/nde,nde,nde,,nd,North Ndebele,Individual,Living,,,nde
ndf,https://iso639-3.sil.org/code/ndf,,,,,Nadruvian,Individual,Historical,,und,ndf
ndg,https://iso639-3.sil.org/code/ndg,,,,,Ndengereko,Individual,Living,,bnt,ndg
ndh,https://iso639-3.sil.org/code/ndh,,,,,Ndali,Individual,Living,,bnt,ndh
ndi,https://iso639-3.sil.org/code/ndi,,,,,Samba Leko,Individual,Living,,nic,ndi
ndj,https://iso639-3.sil.org/code/ndj,,,,,Ndamba,Individual,Living,,bnt,ndj
ndk,https://iso639-3.sil.org/code/ndk,,,,,Ndaka,Individual,Living,,bnt,ndk
ndl,https://iso639-3.sil.org/code/ndl,,,,,Ndolo,Individual,Living,,bnt,ndl
ndm,https://iso639-3.sil.org/code/ndm,,,,,Ndam,Individual,Living,,afa,ndm
ndn,https://iso639-3.sil.org/code/ndn,,,,,Ngundi,Individual,Living,,bnt,ndn
ndo,https://iso639-3.sil.org/code/ndo,ndo,ndo,,ng,Ndonga,Individual,Living,,bnt,ndo
ndp,https://iso639-3.sil.org/code/ndp,,,,,Ndo,Individual,Living,,ssa,ndp
ndq,https://iso639-3.sil.org/code/ndq,,,,,Ndombe,Individual,Living,,bnt,ndq
ndr,https://iso639-3.sil.org/code/ndr,,,,,Ndoola,Individual,Living,,nic,ndr
nds,https://iso639-3.sil.org/code/nds,nds,nds,,,"Low German, Low Saxon",Individual,Living,,,nds
ndt,https://iso639-3.sil.org/code/ndt,,,,,Ndunga,Individual,Living,,bnt,ndt
ndu,https://iso639-3.sil.org/code/ndu,,,,,Dugun,Individual,Living,,nic,ndu
ndv,https://iso639-3.sil.org/code/ndv,,,,,Ndut,Individual,Living,,nic,ndv
ndw,https://iso639-3.sil.org/code/ndw,,,,,Ndobo,Individual,Living,,bnt,ndw
ndx,https://iso639-3.sil.org/code/ndx,,,,,Nduga,Individual,Living,,paa,ndx
ndy,https://iso639-3.sil.org/code/ndy,,,,,Lutos,Individual,Living,,ssa,ndy
ndz,https://iso639-3.sil.org/code/ndz,,,,,Ndogo,Individual,Living,,bnt,ndz
nea,https://iso639-3.sil.org/code/nea,,,,,Eastern Ngad'a,Individual,Living,,map,nea
neb,https://iso639-3.sil.org/code/neb,,,,,Toura (Cìte d'Ivoire),Individual,Living,,nic,neb
nec,https://iso639-3.sil.org/code/nec,,,,,Nedebang,Individual,Living,,paa,nec
ned,https://iso639-3.sil.org/code/ned,,,,,Nde-Gbite,Individual,Living,,nic,ned
nee,https://iso639-3.sil.org/code/nee,,,,,Nàlàmwa-Nixumwak,Individual,Living,,map,nee
nef,https://iso639-3.sil.org/code/nef,,,,,Nefamese,Individual,Living,,crp,nef
neg,https://iso639-3.sil.org/code/neg,,,,,Negidal,Individual,Living,,tut,neg
neh,https://iso639-3.sil.org/code/neh,,,,,Nyenkha,Individual,Living,,sit,neh
nei,https://iso639-3.sil.org/code/nei,,,,,Neo-Hittite,Individual,Ancient,,ine,nei
nej,https://iso639-3.sil.org/code/nej,,,,,Neko,Individual,Living,,paa,nej
nek,https://iso639-3.sil.org/code/nek,,,,,Neku,Individual,Living,,map,nek
nem,https://iso639-3.sil.org/code/nem,,,,,Nemi,Individual,Living,,map,nem
nen,https://iso639-3.sil.org/code/nen,,,,,Nengone,Individual,Living,,map,nen
neo,https://iso639-3.sil.org/code/neo,,,,,N†-Meo,Individual,Living,,und,neo
nep,https://iso639-3.sil.org/code/nep,nep,nep,,ne,Nepali (macrolanguage),Macrolanguage,Living,,,nep
neq,https://iso639-3.sil.org/code/neq,,,,,North Central Mixe,Individual,Living,,cai,neq
ner,https://iso639-3.sil.org/code/ner,,,,,Yahadian,Individual,Living,,paa,ner
nes,https://iso639-3.sil.org/code/nes,,,,,Bhoti Kinnauri,Individual,Living,,sit,nes
net,https://iso639-3.sil.org/code/net,,,,,Nete,Individual,Living,,paa,net
neu,https://iso639-3.sil.org/code/neu,,,,,Neo,Individual,Constructed,,art,neu
nev,https://iso639-3.sil.org/code/nev,,,,,Nyaheun,Individual,Living,,mkh,nev
new,https://iso639-3.sil.org/code/new,new,new,,,"Nepal Bhasa, Newari",Individual,Living,,sit,new
nex,https://iso639-3.sil.org/code/nex,,,,,Neme,Individual,Living,,paa,nex
ney,https://iso639-3.sil.org/code/ney,,,,,Neyo,Individual,Living,,kro,ney
nez,https://iso639-3.sil.org/code/nez,,,,,Nez Perce,Individual,Living,,nai,nez
nfa,https://iso639-3.sil.org/code/nfa,,,,,Dhao,Individual,Living,,und,nfa
nfd,https://iso639-3.sil.org/code/nfd,,,,,Ahwai,Individual,Living,,nic,nfd
nfl,https://iso639-3.sil.org/code/nfl,,,,,"éiwoo, Ayiwo",Individual,Living,,map,nfl
nfr,https://iso639-3.sil.org/code/nfr,,,,,Nafaanra,Individual,Living,,nic,nfr
nfu,https://iso639-3.sil.org/code/nfu,,,,,Mfumte,Individual,Living,,nic,nfu
nga,https://iso639-3.sil.org/code/nga,,,,,Ngbaka,Individual,Living,,gba,nga
ngb,https://iso639-3.sil.org/code/ngb,,,,,Northern Ngbandi,Individual,Living,,bnt,ngb
ngc,https://iso639-3.sil.org/code/ngc,,,,,Ngombe (Democratic Republic of Congo),Individual,Living,,bnt,ngc
ngd,https://iso639-3.sil.org/code/ngd,,,,,Ngando (Central African Republic),Individual,Living,,bnt,ngd
nge,https://iso639-3.sil.org/code/nge,,,,,Ngemba,Individual,Living,,nic,nge
,https://iso639-3.sil.org/code/ngf,ngf,,ngf,,Trans-New Guinea languages,Collective,Genetic,,,
ngg,https://iso639-3.sil.org/code/ngg,,,,,Ngbaka Manza,Individual,Living,,gba,ngg
ngh,https://iso639-3.sil.org/code/ngh,,,,,"N/u, N?u, N?ng",Individual,Living,,khi,ngh
ngi,https://iso639-3.sil.org/code/ngi,,,,,Ngizim,Individual,Living,,afa,ngi
ngj,https://iso639-3.sil.org/code/ngj,,,,,Ngie,Individual,Living,,nic,ngj
ngk,https://iso639-3.sil.org/code/ngk,,,,,Dalabon,Individual,Living,,aus,ngk
ngl,https://iso639-3.sil.org/code/ngl,,,,,Lomwe,Individual,Living,,bnt,ngl
ngm,https://iso639-3.sil.org/code/ngm,,,,,Ngatik Men's Creole,Individual,Living,,map,ngm
ngn,https://iso639-3.sil.org/code/ngn,,,,,Ngwo,Individual,Living,,nic,ngn
ngo,https://iso639-3.sil.org/code/ngo,,,,,Ngoni,Individual,Living,,bnt,ngo
ngp,https://iso639-3.sil.org/code/ngp,,,,,Ngulu,Individual,Living,,bnt,ngp
ngq,https://iso639-3.sil.org/code/ngq,,,,,"Ngoreme, Ngurimi",Individual,Living,,bnt,ngq
ngr,https://iso639-3.sil.org/code/ngr,,,,,Engdewu,Individual,Living,,map,ngr
ngs,https://iso639-3.sil.org/code/ngs,,,,,Gvoko,Individual,Living,,afa,ngs
ngt,https://iso639-3.sil.org/code/ngt,,,,,"Kriang, Ngeq",Individual,Living,,mkh,ngt
ngu,https://iso639-3.sil.org/code/ngu,,,,,Guerrero Nahuatl,Individual,Living,,nah,ngu
ngv,https://iso639-3.sil.org/code/ngv,,,,,Nagumi,Individual,Extinct,,bnt,ngv
ngw,https://iso639-3.sil.org/code/ngw,,,,,Ngwaba,Individual,Living,,afa,ngw
ngx,https://iso639-3.sil.org/code/ngx,,,,,Nggwahyi,Individual,Living,,afa,ngx
ngy,https://iso639-3.sil.org/code/ngy,,,,,Tibea,Individual,Living,,bnt,ngy
ngz,https://iso639-3.sil.org/code/ngz,,,,,Ngungwel,Individual,Living,,bnt,ngz
nha,https://iso639-3.sil.org/code/nha,,,,,Nhanda,Individual,Living,,aus,nha
nhb,https://iso639-3.sil.org/code/nhb,,,,,Beng,Individual,Living,,nic,nhb
nhc,https://iso639-3.sil.org/code/nhc,,,,,Tabasco Nahuatl,Individual,Extinct,,nah,nhc
nhd,https://iso639-3.sil.org/code/nhd,,,,,"Ava Guaran°, Chirip†",Individual,Living,grn,grn,nhd
nhe,https://iso639-3.sil.org/code/nhe,,,,,Eastern Huasteca Nahuatl,Individual,Living,,nah,nhe
nhf,https://iso639-3.sil.org/code/nhf,,,,,Nhuwala,Individual,Living,,aus,nhf
nhg,https://iso639-3.sil.org/code/nhg,,,,,Tetelcingo Nahuatl,Individual,Living,,nah,nhg
nhh,https://iso639-3.sil.org/code/nhh,,,,,Nahari,Individual,Living,,ine,nhh
nhi,https://iso639-3.sil.org/code/nhi,,,,,Zacatl†n-Ahuacatl†n-Tepetzintla Nahuatl,Individual,Living,,nah,nhi
nhk,https://iso639-3.sil.org/code/nhk,,,,,Isthmus-Cosoleacaque Nahuatl,Individual,Living,,nah,nhk
nhm,https://iso639-3.sil.org/code/nhm,,,,,Morelos Nahuatl,Individual,Living,,nah,nhm
nhn,https://iso639-3.sil.org/code/nhn,,,,,Central Nahuatl,Individual,Living,,nah,nhn
nho,https://iso639-3.sil.org/code/nho,,,,,Takuu,Individual,Living,,map,nho
nhp,https://iso639-3.sil.org/code/nhp,,,,,Isthmus-Pajapan Nahuatl,Individual,Living,,nah,nhp
nhq,https://iso639-3.sil.org/code/nhq,,,,,Huaxcaleca Nahuatl,Individual,Living,,nah,nhq
nhr,https://iso639-3.sil.org/code/nhr,,,,,Naro,Individual,Living,,khi,nhr
nht,https://iso639-3.sil.org/code/nht,,,,,Ometepec Nahuatl,Individual,Living,,nah,nht
nhu,https://iso639-3.sil.org/code/nhu,,,,,Noone,Individual,Living,,nic,nhu
nhv,https://iso639-3.sil.org/code/nhv,,,,,Temascaltepec Nahuatl,Individual,Living,,nah,nhv
nhw,https://iso639-3.sil.org/code/nhw,,,,,Western Huasteca Nahuatl,Individual,Living,,nah,nhw
nhx,https://iso639-3.sil.org/code/nhx,,,,,Isthmus-Mecayapan Nahuatl,Individual,Living,,nah,nhx
nhy,https://iso639-3.sil.org/code/nhy,,,,,Northern Oaxaca Nahuatl,Individual,Living,,nah,nhy
nhz,https://iso639-3.sil.org/code/nhz,,,,,Santa Mar°a La Alta Nahuatl,Individual,Living,,nah,nhz
nia,https://iso639-3.sil.org/code/nia,nia,nia,,,Nias,Individual,Living,,map,nia
nib,https://iso639-3.sil.org/code/nib,,,,,Nakame,Individual,Living,,paa,nib
,https://iso639-3.sil.org/code/nic,nic,nic,nic,,Niger-Kordofanian languages,Collective,Genetic,,,
nid,https://iso639-3.sil.org/code/nid,,,,,Ngandi,Individual,Extinct,,aus,nid
nie,https://iso639-3.sil.org/code/nie,,,,,Niellim,Individual,Living,,nic,nie
nif,https://iso639-3.sil.org/code/nif,,,,,Nek,Individual,Living,,paa,nif
nig,https://iso639-3.sil.org/code/nig,,,,,"Ngalakan, Ngalakgan",Individual,Extinct,,aus,nig
nih,https://iso639-3.sil.org/code/nih,,,,,Nyiha (Tanzania),Individual,Living,,bnt,nih
nii,https://iso639-3.sil.org/code/nii,,,,,Nii,Individual,Living,,paa,nii
nij,https://iso639-3.sil.org/code/nij,,,,,Ngaju,Individual,Living,,map,nij
nik,https://iso639-3.sil.org/code/nik,,,,,Southern Nicobarese,Individual,Living,,mkh,nik
nil,https://iso639-3.sil.org/code/nil,,,,,Nila,Individual,Living,,map,nil
nim,https://iso639-3.sil.org/code/nim,,,,,Nilamba,Individual,Living,,bnt,nim
nin,https://iso639-3.sil.org/code/nin,,,,,Ninzo,Individual,Living,,nic,nin
nio,https://iso639-3.sil.org/code/nio,,,,,Nganasan,Individual,Living,,mis,nio
niq,https://iso639-3.sil.org/code/niq,,,,,Nandi,Individual,Living,kln,ssa,niq
nir,https://iso639-3.sil.org/code/nir,,,,,Nimboran,Individual,Living,,paa,nir
nis,https://iso639-3.sil.org/code/nis,,,,,Nimi,Individual,Living,,paa,nis
nit,https://iso639-3.sil.org/code/nit,,,,,Southeastern Kolami,Individual,Living,,dra,nit
niu,https://iso639-3.sil.org/code/niu,niu,niu,,,Niuean,Individual,Living,,map,niu
niv,https://iso639-3.sil.org/code/niv,,,,,Gilyak,Individual,Living,,mis,niv
niw,https://iso639-3.sil.org/code/niw,,,,,Nimo,Individual,Living,,paa,niw
nix,https://iso639-3.sil.org/code/nix,,,,,Hema,Individual,Living,,bnt,nix
niy,https://iso639-3.sil.org/code/niy,,,,,Ngiti,Individual,Living,,ssa,niy
niz,https://iso639-3.sil.org/code/niz,,,,,Ningil,Individual,Living,,paa,niz
nja,https://iso639-3.sil.org/code/nja,,,,,Nzanyi,Individual,Living,,afa,nja
njb,https://iso639-3.sil.org/code/njb,,,,,Nocte Naga,Individual,Living,,sit,njb
njd,https://iso639-3.sil.org/code/njd,,,,,Ndonde Hamba,Individual,Living,,bnt,njd
njh,https://iso639-3.sil.org/code/njh,,,,,Lotha Naga,Individual,Living,,sit,njh
nji,https://iso639-3.sil.org/code/nji,,,,,Gudanji,Individual,Living,,aus,nji
njj,https://iso639-3.sil.org/code/njj,,,,,Njen,Individual,Living,,nic,njj
njl,https://iso639-3.sil.org/code/njl,,,,,Njalgulgule,Individual,Living,,ssa,njl
njm,https://iso639-3.sil.org/code/njm,,,,,Angami Naga,Individual,Living,,sit,njm
njn,https://iso639-3.sil.org/code/njn,,,,,Liangmai Naga,Individual,Living,,sit,njn
njo,https://iso639-3.sil.org/code/njo,,,,,Ao Naga,Individual,Living,,sit,njo
njr,https://iso639-3.sil.org/code/njr,,,,,Njerep,Individual,Living,,nic,njr
njs,https://iso639-3.sil.org/code/njs,,,,,Nisa,Individual,Living,,paa,njs
njt,https://iso639-3.sil.org/code/njt,,,,,Ndyuka-Trio Pidgin,Individual,Living,,crp,njt
nju,https://iso639-3.sil.org/code/nju,,,,,Ngadjunmaya,Individual,Living,,aus,nju
njx,https://iso639-3.sil.org/code/njx,,,,,Kunyi,Individual,Living,,bnt,njx
njy,https://iso639-3.sil.org/code/njy,,,,,Njyem,Individual,Living,,bnt,njy
njz,https://iso639-3.sil.org/code/njz,,,,,Nyishi,Individual,Living,,sit,njz
nka,https://iso639-3.sil.org/code/nka,,,,,Nkoya,Individual,Living,,bnt,nka
nkb,https://iso639-3.sil.org/code/nkb,,,,,Khoibu Naga,Individual,Living,,sit,nkb
nkc,https://iso639-3.sil.org/code/nkc,,,,,Nkongho,Individual,Living,,bnt,nkc
nkd,https://iso639-3.sil.org/code/nkd,,,,,Koireng,Individual,Living,,sit,nkd
nke,https://iso639-3.sil.org/code/nke,,,,,Duke,Individual,Living,,map,nke
nkf,https://iso639-3.sil.org/code/nkf,,,,,Inpui Naga,Individual,Living,,sit,nkf
nkg,https://iso639-3.sil.org/code/nkg,,,,,Nekgini,Individual,Living,,paa,nkg
nkh,https://iso639-3.sil.org/code/nkh,,,,,Khezha Naga,Individual,Living,,sit,nkh
nki,https://iso639-3.sil.org/code/nki,,,,,Thangal Naga,Individual,Living,,sit,nki
nkj,https://iso639-3.sil.org/code/nkj,,,,,Nakai,Individual,Living,,paa,nkj
nkk,https://iso639-3.sil.org/code/nkk,,,,,Nokuku,Individual,Living,,map,nkk
nkm,https://iso639-3.sil.org/code/nkm,,,,,Namat,Individual,Living,,paa,nkm
nkn,https://iso639-3.sil.org/code/nkn,,,,,Nkangala,Individual,Living,,bnt,nkn
nko,https://iso639-3.sil.org/code/nko,,,,,Nkonya,Individual,Living,,nic,nko
nkp,https://iso639-3.sil.org/code/nkp,,,,,Niuatoputapu,Individual,Extinct,,map,nkp
nkq,https://iso639-3.sil.org/code/nkq,,,,,Nkami,Individual,Living,,nic,nkq
nkr,https://iso639-3.sil.org/code/nkr,,,,,Nukuoro,Individual,Living,,map,nkr
nks,https://iso639-3.sil.org/code/nks,,,,,North Asmat,Individual,Living,,paa,nks
nkt,https://iso639-3.sil.org/code/nkt,,,,,Nyika (Tanzania),Individual,Living,,bnt,nkt
nku,https://iso639-3.sil.org/code/nku,,,,,Bouna Kulango,Individual,Living,,nic,nku
nkv,https://iso639-3.sil.org/code/nkv,,,,,Nyika (Malawi and Zambia),Individual,Living,,bnt,nkv
nkw,https://iso639-3.sil.org/code/nkw,,,,,Nkutu,Individual,Living,,bnt,nkw
nkx,https://iso639-3.sil.org/code/nkx,,,,,Nkoroo,Individual,Living,,nic,nkx
nkz,https://iso639-3.sil.org/code/nkz,,,,,Nkari,Individual,Living,,efi,nkz
nla,https://iso639-3.sil.org/code/nla,,,,,Ngombale,Individual,Living,,bai,nla
nlc,https://iso639-3.sil.org/code/nlc,,,,,Nalca,Individual,Living,,paa,nlc
nld,https://iso639-3.sil.org/code/nld,dut (B)|nld (T),dut (B)|nld (T),,nl,"Dutch, Flemish",Individual,Living,,,nld
nle,https://iso639-3.sil.org/code/nle,,,,,East Nyala,Individual,Living,luy,,nle
nlg,https://iso639-3.sil.org/code/nlg,,,,,Gela,Individual,Living,,map,nlg
nli,https://iso639-3.sil.org/code/nli,,,,,Grangali,Individual,Living,,inc,nli
nlj,https://iso639-3.sil.org/code/nlj,,,,,Nyali,Individual,Living,,bnt,nlj
nlk,https://iso639-3.sil.org/code/nlk,,,,,Ninia Yali,Individual,Living,,paa,nlk
nll,https://iso639-3.sil.org/code/nll,,,,,Nihali,Individual,Living,,mun,nll
nlm,https://iso639-3.sil.org/code/nlm,,,,,Mankiyali,Individual,Living,,inc,nlm
nlo,https://iso639-3.sil.org/code/nlo,,,,,Ngul,Individual,Living,,bnt,nlo
nlq,https://iso639-3.sil.org/code/nlq,,,,,Lao Naga,Individual,Living,,sit,nlq
nlu,https://iso639-3.sil.org/code/nlu,,,,,Nchumbulu,Individual,Living,,nic,nlu
nlv,https://iso639-3.sil.org/code/nlv,,,,,Orizaba Nahuatl,Individual,Living,,nah,nlv
nlw,https://iso639-3.sil.org/code/nlw,,,,,Walangama,Individual,Extinct,,aus,nlw
nlx,https://iso639-3.sil.org/code/nlx,,,,,Nahali,Individual,Living,,inc,nlx
